fullName,description,url,stars,size,language,pushedAt,forks,openIssues
camelbee/camelbee, Real-time route visualization and message tracing for Apache Camel microservices. Quarkus & Spring Boot.,https://github.com/camelbee/camelbee,47,8988,Java,Thu Jun 04 10:42:39 CST 2026,3,11
qjyn1314/authorization-life,spring-authorization-server 实践(springboot + springsecurity + spring-authorization-server + gateway + nacos); 包括: 授权码模式; 客户端认证; 密码模式; 验证码模式,https://github.com/qjyn1314/authorization-life,46,59836,Java,Wed Aug 06 06:18:20 CST 2025,14,4
temporalio/spring-boot-demo,Sample application demonstrating Temporal JavaSDK Spring Boot integration,https://github.com/temporalio/spring-boot-demo,46,5823,Java,Fri Jan 02 14:29:06 CST 2026,16,0
deadlocker8/BudgetMaster,Manage your monthly budget easily,https://github.com/deadlocker8/BudgetMaster,46,108008,Java,Mon Jan 26 15:56:40 CST 2026,19,17
lWoHvYe/unicorn,基于最新的Java 25和SpringBoot 4.x。根据eladmin项目进行改造。整合常用的Components.,https://github.com/lWoHvYe/unicorn,46,24121,Java,Thu Jun 11 16:27:34 CST 2026,23,3
descope/descope-java,Java library used to integrate with Descope,https://github.com/descope/descope-java,46,959,Java,Tue Jun 09 12:45:45 CST 2026,4,16
lcy19930619/wechat-spring-boot-starter,微信公众号相关组件，提供微信加解密模式、快速接入、包括微信消息回调、微信事件回调等基础功能和微信部分功能模块API封装，支持企业级用户使用,https://github.com/lcy19930619/wechat-spring-boot-starter,45,3478,Java,Wed Aug 13 23:47:08 CST 2025,7,0
colinbut/sales-order-system-2,React + Java 8 + Spring Boot + MySQL + MongoDB + Redis Demo Web App ,https://github.com/colinbut/sales-order-system-2,45,2549,Java,Fri Feb 13 21:54:06 CST 2026,22,21
tawfik-s/fawry-camp-data-spring,fawry java && angular camp data and road map,https://github.com/tawfik-s/fawry-camp-data-spring,44,392,Java,Mon Apr 20 02:48:57 CST 2026,6,0
Vadym79/AWSLambdaJavaWithSpringBoot,Different examples of solutions API Gateway->Lambda->DynamoDB with Lambda managed Java 21 runtime based on Spring Boot 3 with AWS Serverless Java Container; AWS Lambda Web Adapter; Spring Cloud Function (all including SnapStart enabling and various priming techniques); Custom Docker Image and GraalVM Native Image,https://github.com/Vadym79/AWSLambdaJavaWithSpringBoot,44,651993,Java,Thu Apr 09 10:33:48 CST 2026,10,0
however-yir/tianji-ai-agent,Spring AI agent engineering project with Java; MCP; RAG; tool calling; multimodal workflows; and UI prototypes.,https://github.com/however-yir/tianji-ai-agent,44,31025,Java,Sat Jun 06 15:22:29 CST 2026,3,11
vivekanand-vr/javaFullStack-codebase,This repository consists of all the programs of Java Full Stack Developer coursework.,https://github.com/vivekanand-vr/javaFullStack-codebase,44,28063,Java,Wed Aug 20 12:47:15 CST 2025,30,0
keveon/spring-data-jpa-demo,这是一个 Spring Data JPA 的 demo; 旨在演示大部分常用的使用方法。,https://github.com/keveon/spring-data-jpa-demo,44,103,Java,Thu Apr 23 07:44:58 CST 2026,15,0
cf-toolsuite/cf-butler,My purpose in life is to cleanup stale apps and services on a Cloud Foundry foundation.  I can be configured to report on and remove orphaned services and stopped app instances older than a configurable duration. I do many other useful things too.,https://github.com/cf-toolsuite/cf-butler,44,2863,Java,Wed Jun 10 15:27:13 CST 2026,15,6
musibs/medium-articles,Source code repository for my Medium blog.,https://github.com/musibs/medium-articles,43,248,Java,Fri Oct 10 21:18:13 CST 2025,80,0
Sybit-Education/Diveni,Diveni - The free Planning Poker App to be used in remote Teams connecting optionally JIRA or Azure DevOps for user stories,https://github.com/Sybit-Education/Diveni,43,14160,Java,Wed Jun 03 06:16:41 CST 2026,25,60
javaoffers/briefest,八股社区-Briefest ORM is a powerful object/relational mapping solution for Java; and makes it easy to develop persistence logic for applications; libraries; and frameworks.,https://github.com/javaoffers/briefest,43,4884,Java,Wed May 27 00:20:28 CST 2026,6,10
galleog/piggymetrics-k8s,Microservices with Spring Boot and Kubernetes,https://github.com/galleog/piggymetrics-k8s,43,2308,Java,Fri Feb 06 14:01:45 CST 2026,7,3
piomin/sample-message-driven-microservices,Sample spring cloud application that integrates with rabbitmq through spring cloud stream framework as shows how to setup message-driven microservices basing on publish-subscribe model; consumer groups,https://github.com/piomin/sample-message-driven-microservices,42,115,Java,Sat Mar 07 17:26:48 CST 2026,35,1
semihkayan/kodlama.io-javareactcamp,Java - React Camp Works |  Kodlama.io,https://github.com/semihkayan/kodlama.io-javareactcamp,42,2961,Java,Tue Mar 31 14:17:20 CST 2026,1,0
piomin/sample-spring-cloud-stream-kafka,Demo illustrating the usage of Spring Cloud Stream  in order to integrate with Kafka Streams,https://github.com/piomin/sample-spring-cloud-stream-kafka,42,114,Java,Sun Mar 08 08:43:53 CST 2026,35,1
piomin/sample-spring-kafka-transactions,Spring Boot demo apps for testing Kafka transactions with other resources like database,https://github.com/piomin/sample-spring-kafka-transactions,41,75,Java,Thu Feb 19 10:47:37 CST 2026,38,1
kbhujbal/ShopSphere---E-commerce-Microservice-Platform,Production-grade e-commerce platform built with microservices architecture using Spring Boot 3.2.3; MongoDB; Elasticsearch; and Redis. Features 13 microservices including product catalog; order processing; payment; and analytics with Docker containerization.,https://github.com/kbhujbal/ShopSphere---E-commerce-Microservice-Platform,41,301,Java,Fri Mar 06 13:41:54 CST 2026,8,0
vrudas/spring-framework-examples,An educational project with Spring Framework examples. Used for lectures at courses.,https://github.com/vrudas/spring-framework-examples,41,3525,Java,Wed Jun 10 21:02:28 CST 2026,9,3
anderson17ads/brazilbank,Brazil Bank is a banking application built with Java 8 and Spring Boot; following the Hexagonal Architecture (Ports and Adapters) approach.,https://github.com/anderson17ads/brazilbank,41,215,Java,Sat Oct 11 19:30:04 CST 2025,2,1
celalaygar/Spring-Boot-2-3,Spring boot 2 - 3 türkçe örnekler,https://github.com/celalaygar/Spring-Boot-2-3,40,6818,Java,Sun Feb 22 07:55:59 CST 2026,15,15
darecoder/Polling-App,Online Polling & Survey application - Full Stack Polling Application built using Spring Boot; Spring Security; JWT; React; and Maven,https://github.com/darecoder/Polling-App,40,4210,Java,Tue Feb 17 08:24:48 CST 2026,11,157
while1618/bugzkit,A production-ready web application template,https://github.com/while1618/bugzkit,40,7489,Java,Sat Mar 28 11:37:03 CST 2026,7,15
ivangfr/spring-data-jpa-r2dbc-mysql-stream-million-records,In this project; we will implement two Spring Boot Java Web application called streamer-data-jpa and streamer-data-r2dbc. They both will fetch 1 million of customer records from MySQL and stream them to Kafka. The main goal is to compare the application's performance and resource utilization.,https://github.com/ivangfr/spring-data-jpa-r2dbc-mysql-stream-million-records,40,16348,Java,Fri Jan 09 04:16:36 CST 2026,14,0
lyubenblagoev/postfix-rest-server,REST API server for Postfix,https://github.com/lyubenblagoev/postfix-rest-server,39,230,Java,Wed Apr 08 23:23:02 CST 2026,6,0
officiallysingh/spring-boot-problem-handler,Common exception handler for Spring boot web applications,https://github.com/officiallysingh/spring-boot-problem-handler,39,568,Java,Mon Mar 23 21:42:40 CST 2026,7,1
ksilisk/telegram-bot-spring,Telegram Bot Spring Boot Starter,https://github.com/ksilisk/telegram-bot-spring,39,378,Java,Sun May 03 12:39:17 CST 2026,8,6
adorsys/xs2a-adapter,,https://github.com/adorsys/xs2a-adapter,39,11965,Java,Fri Dec 12 07:47:55 CST 2025,27,6
jonashackt/cxf-spring-cloud-netflix-docker,Example project combining Spring Boot apps with Spring Cloud Netflix (Eureka; Zuul; Feign) & cxf-spring-boot-starter,https://github.com/jonashackt/cxf-spring-cloud-netflix-docker,39,417,Java,Fri Jun 12 05:02:28 CST 2026,21,17
sncf-connect-tech/hesperides,Configuration management tool providing universal text file templating and properties editing through a REST API or a webapp (backend part),https://github.com/sncf-connect-tech/hesperides,39,6502,Java,Wed Jul 16 06:37:25 CST 2025,28,64
alexmanrique/spring-boot-application-example,Spring boot example application written in Java ,https://github.com/alexmanrique/spring-boot-application-example,39,97,Java,Thu Feb 19 11:11:54 CST 2026,90,1
ivangfr/springboot-keycloak-mongodb-testcontainers,The goals of this project are to: 1) Create a Spring Boot application that manages books; called book-service; 2) Use Keycloak as OpenID Connect provider; 3) Test using Testcontainers; 4) Explore the utilities and annotations that Spring Boot provides for testing applications.,https://github.com/ivangfr/springboot-keycloak-mongodb-testcontainers,39,1371,Java,Fri Jan 02 11:50:03 CST 2026,22,0
x1F/sip-framework,Framework to build lightweight; cloud-native adapters for highly decoupled integration of systems. Developed by x1F and based on Spring Boot and Apache Camel.,https://github.com/x1F/sip-framework,38,162791,Java,Fri Jun 12 04:05:17 CST 2026,0,8
cyela/Springboot-Web-Services,Web Service Developed using Spring Boot and JPA which provides all the CRUD operations required for the E-Commerce Application,https://github.com/cyela/Springboot-Web-Services,38,130,Java,Thu Jan 29 15:12:37 CST 2026,40,5
jonathanlermitage/manon,:test_tube: Play with SpringBoot 2&3; JWT; Querydsl; GraphQL; Docker; ELK; PostgreSQL; MariaDB; Redis; MongoDB; Flyway; Maven; Gradle; TestNG; JUnit5; JaCoCo; GreenMail; CI; Quality Gates; Prometheus; Gatling; etc.,https://github.com/jonathanlermitage/manon,38,2059,Java,Thu Nov 20 10:25:54 CST 2025,5,0
teixeira-fernando/EcommerceApp,QA Strategy for microservices with Synchronous and Asynchronous communication,https://github.com/teixeira-fernando/EcommerceApp,38,574,Java,Wed Jun 10 15:12:57 CST 2026,6,13
ivangfr/spring-data-jpa-relationships,The goal of this project is to study the JPA relationships: one-to-one; one-to-many / many-to-one; and many-to-many.,https://github.com/ivangfr/spring-data-jpa-relationships,38,394,Java,Sun Jun 07 23:27:27 CST 2026,15,0
Suwayomi/Suwayomi-VaadinUI,A simple Client for Suwayomi written in Java with Vaadin,https://github.com/Suwayomi/Suwayomi-VaadinUI,37,7784,Java,Sat Jan 10 11:09:33 CST 2026,2,0
huseynovvusal/spring-blog-api,🤓 A RESTful blog API built with Java Spring Boot including features like JWTs; Spring Security; and more. 🌱 Perfect for learning; and we especially appreciate contributions from beginners!,https://github.com/huseynovvusal/spring-blog-api,37,281,Java,Fri Jun 12 01:13:11 CST 2026,40,20
Programming-With-Love/coffee-spring,:coffee: spring 5.x / spring boot 2.x的restful启动器，节省一杯咖啡的时间，更多的约定，更快的开发,https://github.com/Programming-With-Love/coffee-spring,37,818,Java,Fri Sep 12 11:49:44 CST 2025,4,3
Zeyad2003/Fawry-Internship,All tasks; projects and resources that are related to my Internship at Fawry,https://github.com/Zeyad2003/Fawry-Internship,37,1829,Java,Fri Aug 29 07:12:26 CST 2025,4,0
tdilber/spring-data-dynamic-query,Unified Object base Dynamic Query for Sql; MongoDb; Elasticsearch with Auto Join; Auto Projection and so many advanced feature. ,https://github.com/tdilber/spring-data-dynamic-query,37,603,Java,Mon Nov 17 13:41:06 CST 2025,3,1
ivangfr/springboot-ldap-testcontainers,The goal of this project is to create a simple Spring Boot REST API; named 'simple-service;' and secure it using the Spring Security LDAP module. Additionally; Testcontainers will be utilized for integration testing.,https://github.com/ivangfr/springboot-ldap-testcontainers,37,2033,Java,Wed Jan 21 14:20:16 CST 2026,26,0
piomin/sample-spring-reactive,Sample reactive microservices using spring 5; spring boot; spring webflux; project reactor and Mongo database,https://github.com/piomin/sample-spring-reactive,37,105,Java,Sun Mar 08 08:04:47 CST 2026,35,1
mmushfiq/springboot-sqlite-mini-website,Spring Boot + Spring Data + Sqlite + EL (mini website),https://github.com/mmushfiq/springboot-sqlite-mini-website,36,1445,Java,Sat Jul 19 19:25:56 CST 2025,13,6
datallmhub/agentflow4j,Build AI agents you can trust in production.  AgentFlow4J is a framework and runtime for governed; stateful multi-agent systems on the JVM.  Human approvals · Checkpoints · Budget controls · Tool policies · Durable execution,https://github.com/datallmhub/agentflow4j,36,8341,Java,Thu Jun 11 01:47:59 CST 2026,12,12
ntub46010/SpringBootTutorial,Spring Boot 教學文章的範例程式,https://github.com/ntub46010/SpringBootTutorial,36,289,Java,Wed Oct 15 01:27:21 CST 2025,32,0
ivangfr/axon-springboot-websocket,The goal is to play with Axon. We implemented a food-ordering app that consists of 3 Spring Boot apps: customer-; restaurant-; and food-ordering-service. These services were implemented with CQRS and Event Sourcing using the Axon Framework. The services are connected to axon-server; which serves as the Event Store and Message Routing solution.,https://github.com/ivangfr/axon-springboot-websocket,36,11524,Java,Mon Jun 01 22:12:58 CST 2026,11,0
a7med3del1973/Fawry-Internship,This Repository contains materials and tasks for the Fawry internship program; This comprehensive program covers both frontend and backend development; equipping me with web technologies Spring and Angular and software engineering principles .,https://github.com/a7med3del1973/Fawry-Internship,36,358,Java,Fri Aug 08 17:47:29 CST 2025,1,0
TechMentors-LLC/charity_hub,Charity Hub — modular Spring Boot backend for nonprofit workflows with MongoDB; Firebase auth; and production-ready observability.,https://github.com/TechMentors-LLC/charity_hub,36,2384,Java,Sun May 31 13:23:40 CST 2026,10,11
Angular2Guy/MovieManager,This project shows howto use Angular 21 and Spring Boot 4 and Jpa with a Maven build in clean architecture. For development/production the H2/Postgresql databases are used. The databases are managed with Liquibase. Standalone Components are used with Angular. The Docker image uses the AOT cache of project Leyden.,https://github.com/Angular2Guy/MovieManager,36,5388,Java,Wed Jun 10 11:33:34 CST 2026,24,1
artivisi/balaka,Open-source accounting application for Indonesian SMEs. Spring Boot 4 + Thymeleaf + PostgreSQL. Tax-compliant (PPN; PPh; Coretax); payroll; inventory; production; bank reconciliation; invoicing.,https://github.com/artivisi/balaka,36,18680,Java,Sun May 31 22:57:23 CST 2026,14,0
piomin/sample-hazelcast-spring-datagrid,sample spring-boot applications integrated with hazelcast imdg; and providing hot cache with hazelcast and striim ,https://github.com/piomin/sample-hazelcast-spring-datagrid,36,157,Java,Wed Mar 25 06:21:35 CST 2026,16,2
piomin/sample-camel-spring-boot,three samples in different branches that illustrates usage of apache camel as microservice framework providing integration with consul; hystrix; ribbon and other tools,https://github.com/piomin/sample-camel-spring-boot,36,182,Java,Wed Mar 04 08:22:54 CST 2026,42,1
dbelob/twitter-emulation,Twitter emulation in Java and React/Angular,https://github.com/dbelob/twitter-emulation,36,302310,Java,Fri Jun 12 03:08:49 CST 2026,9,2
Longwater1234/WedemyServer,Udemy Clone. (Backend) Springboot 3; Java; Spring Session; Braintree Payments; PayPal; MySQL 8; Hibernate; Redis; Google OAuth,https://github.com/Longwater1234/WedemyServer,36,2037,Java,Sun May 31 19:25:47 CST 2026,20,6
linux-china/xtermjs-spring-boot-starter,Web terminal to manage your Spring Boot app,https://github.com/linux-china/xtermjs-spring-boot-starter,36,630,Java,Mon Jan 26 15:50:24 CST 2026,6,4
spring-guides/gs-graphql-server,Building a GraphQL service :: Learn how to build a GraphQL service with Spring for GraphQL.,https://github.com/spring-guides/gs-graphql-server,35,363,Java,Fri May 01 18:27:08 CST 2026,54,1
spring-petclinic/spring-petclinic-ai,Spring Petclinic application with a chatbot powered by OpenAI's Generative AI and the Spring AI project,https://github.com/spring-petclinic/spring-petclinic-ai,35,12030,Java,Fri Dec 26 10:53:28 CST 2025,30,2
wangzhihaolighter/spring-boot-notes,learning process for spring boot,https://github.com/wangzhihaolighter/spring-boot-notes,35,13901,Java,Fri Apr 10 17:48:00 CST 2026,22,7
mzivkovicdev/spring-crud-generator,Generate production-ready Spring Boot backend boilerplate from a single YAML or JSON spec.,https://github.com/mzivkovicdev/spring-crud-generator,35,2538,Java,Tue May 12 14:24:35 CST 2026,2,3
piomin/sample-spring-redis,Demo Spring Boot application showing usage of Spring Data Redis repositories,https://github.com/piomin/sample-spring-redis,35,94,Java,Thu Mar 19 07:58:24 CST 2026,29,1
davidgracemann/FlossPay,The Linux Kernel Of Payments Infrastructures ;  Enterprise Payments Aggregator for immutable reliability and forensic auditability. Rooted in Linux principles Of Community . No vendor lock-in—governance; code; and ledger all verifiable. Implements: idempotency; distributed retries; circuit-breaker,https://github.com/davidgracemann/FlossPay,35,291,Java,Sat Apr 18 08:50:13 CST 2026,7,23
k-tamura/easybuggy4sb,EasyBuggy clone build on Spring Boot,https://github.com/k-tamura/easybuggy4sb,35,3284,Java,Tue Jun 02 01:04:32 CST 2026,28,33
honoka-studio/qqrobot-demo,QQ机器人项目示例,https://github.com/honoka-studio/qqrobot-demo,35,64,Java,Sun Dec 14 14:43:09 CST 2025,0,0
piomin/spring-ai-apps,Sample Spring AI Applications,https://github.com/piomin/spring-ai-apps,34,90,Java,Sat May 16 01:43:08 CST 2026,21,3
piomin/openshift-quickstart,Developer Workshops related to the Java development on OpenShift,https://github.com/piomin/openshift-quickstart,34,913,Java,Thu Apr 23 01:11:38 CST 2026,45,1
lujiafa/houtu-admin,Enterprise-level permission management system based on Houtu framework; with frontend-backend separation (Vue 3 + Spring Boot). Supports menu/role/user/organization/position permission control; MFA two-factor authentication; multiple layout modes; and Chinese/English internationalization.,https://github.com/lujiafa/houtu-admin,34,556,Java,Mon Jun 08 01:34:39 CST 2026,2,0
marconi-prog/fintech-payment-api,Event-driven payment API built with Spring Boot; RabbitMQ; PostgreSQL and Docker.,https://github.com/marconi-prog/fintech-payment-api,34,18,Java,Thu Mar 05 00:57:49 CST 2026,2,0
isinhah/sushi-ordering-system,API REST para gestão de pedidos e cardápio digital de sushi; desenvolvida com Java e Spring Boot,https://github.com/isinhah/sushi-ordering-system,34,390,Java,Thu Jul 03 12:11:22 CST 2025,5,0
piomin/sample-spring-elasticsearch,Demo ilustrating integration between Spring Boot/Spring Data and Elasticsearch ,https://github.com/piomin/sample-spring-elasticsearch,34,103,Java,Wed Jan 21 18:24:02 CST 2026,38,3
ved-asole/eKart-ecommerce-backend,EKart - An E-commerce Appliction Backend,https://github.com/ved-asole/eKart-ecommerce-backend,34,3810,Java,Mon Jun 08 14:23:09 CST 2026,23,5
YuBing-link/noveltrans,AI-powered SaaS translation platform for web novels — batch translate with RAG memory; multi-agent collaboration; Stripe billing; Chrome extension & REST API. Java 21 + React 19 + Python.,https://github.com/YuBing-link/noveltrans,34,4213,Java,Wed Jun 03 07:33:27 CST 2026,1,0
bratkartoffel/security-jwt,Spring Boot Addon to add JWT based security,https://github.com/bratkartoffel/security-jwt,33,3340,Java,Fri Jun 12 04:44:28 CST 2026,12,2
KillerTwo/XunLuAdmin,基于spring-boot、spring-security、react、antd、antd-pro的中后台管理系统,https://github.com/KillerTwo/XunLuAdmin,33,419430,Java,Wed Mar 04 13:30:59 CST 2026,6,2
felleslosninger/efm-asic,Generic implementation of ASiC-E archives in accordance with ETSI 102 918 v1.3.1.,https://github.com/felleslosninger/efm-asic,33,2548,Java,Wed May 27 06:34:13 CST 2026,27,14
ahmsay/Solidvessel,A shopping application designed with microservices architecture,https://github.com/ahmsay/Solidvessel,33,3093,Java,Sat Jun 06 02:06:25 CST 2026,6,0
ralscha/eds-starter6-jpa,Ext JS 6 demo application with Java 8; Spring Framework; Spring Boot; JPA (Hibernate),https://github.com/ralscha/eds-starter6-jpa,33,750,Java,Sun May 31 07:45:04 CST 2026,24,0
robinhood-jim/JavaFramework,Spring based Simple Java Framework; For rapid develop Spring boot or spring config application;Support and integrate with HDFS/Local/FTP/AWS/COS/OSS FileSystem Accessors.Custom ORM Solution;can merge JPA and mybatis or mybatisplus.Weka and spark mlib based dataming project,https://github.com/robinhood-jim/JavaFramework,33,8211,Java,Fri May 01 21:17:47 CST 2026,3,8
wimdeblauwe/jpearl,JPA Early Primary Key Library,https://github.com/wimdeblauwe/jpearl,33,120,Java,Mon Jan 26 15:50:01 CST 2026,3,1
zeweihan/aiworkdeck,AI-native IDE workspace for legal and document-heavy workflows: files; agents; plugins; WPS editing; OCR; evidence chains. VS Code for lawyers.,https://github.com/zeweihan/aiworkdeck,32,238050,Java,Thu Jun 11 21:31:04 CST 2026,6,7
Brogrammer1912/streamspace,StreamSpace - A Decentralized P2P Torrents Downloader/Media Player/Media Server for streaming Local device media files & Torrents. Made with Spring Boot & HTMX,https://github.com/Brogrammer1912/streamspace,32,1286,Java,Wed May 20 10:57:41 CST 2026,7,0
pmoustopoulos/department-api,A Spring Boot 3 RESTful API for managing departments and employees. Features include CRUD operations; Excel/PDF reporting with JasperReport; async email sending with Thymeleaf; Dockerized PostgreSQL; and database migrations with Flyway. Enhanced with Swagger documentation; and tested using JUnit 5; Mockito; and Testcontainers.,https://github.com/pmoustopoulos/department-api,32,2601,Java,Thu Jan 29 10:43:17 CST 2026,9,3
badass-techie/eShopOnSteroids,Cloud-native online shop powered by Java 17; Python 3; containers; and Kubernetes 🐋⚓,https://github.com/badass-techie/eShopOnSteroids,32,6406,Java,Tue Feb 03 05:27:00 CST 2026,15,0
piomin/sample-envoy-proxy,custom implementation of service discovery with envoy and inter-service communication for spring-boot applications,https://github.com/piomin/sample-envoy-proxy,32,73,Java,Fri Mar 06 18:55:07 CST 2026,25,1
raedbh/spring-outbox,A Spring-based implementation of the transactional outbox pattern.,https://github.com/raedbh/spring-outbox,32,593,Java,Thu Dec 04 15:49:10 CST 2025,3,3
ralscha/spring4ws-demos,WebSocket examples with Spring 4,https://github.com/ralscha/spring4ws-demos,32,1000,Java,Sun May 31 07:44:30 CST 2026,19,0
semaphoreci-demos/semaphore-demo-java-spring,A Semaphore demo CI/CD pipeline using Java Spring.,https://github.com/semaphoreci-demos/semaphore-demo-java-spring,32,1191,Java,Mon Jan 26 15:42:39 CST 2026,175,2
eclipse-xpanse/xpanse,Enabling configurable and portable native managed cloud services for 3rd party providers,https://github.com/eclipse-xpanse/xpanse,31,36427,Java,Mon Mar 09 10:45:30 CST 2026,24,24
jcalvopinam/example-envers,Auditing with Hibernate Envers and Spring Data JPA,https://github.com/jcalvopinam/example-envers,31,382,Java,Sun May 17 19:35:25 CST 2026,22,0
BjoernKW/Schematic,A database management UI for Spring Boot,https://github.com/BjoernKW/Schematic,31,814,Java,Wed Jun 10 06:15:59 CST 2026,5,0
excalibase/excalibase-graphql,Excalibase GraphQL instantly turns your database into a GraphQL API. Built with Spring Boot; it supports schema discovery; subscriptions; and type handling — no manual resolvers needed.,https://github.com/excalibase/excalibase-graphql,31,2864,Java,Fri Jun 12 10:00:28 CST 2026,1,3
TulevaEE/onboarding-service,Backend Onboarding Service for Tuleva,https://github.com/TulevaEE/onboarding-service,31,21002,Java,Fri Jun 12 08:50:55 CST 2026,8,11
arun-gupta/docker-kubernetes-hello-world,Docker & Kubernetes Hello World,https://github.com/arun-gupta/docker-kubernetes-hello-world,31,26,Java,Thu Oct 16 12:09:06 CST 2025,165,4
woowacourse-teams/2024-code-zap,코드 템플릿; Zap싸게 저장하고! Zap싸게 공유하자! 코드잽 ⚡,https://github.com/woowacourse-teams/2024-code-zap,31,7714,Java,Tue Jun 03 08:02:33 CST 2025,9,43
Angular2Guy/AIDocumentLibraryChat,A project to show howto use SpringAI with OpenAI to chat with the documents in a library. Documents are stored in a normal/vector database. The AI is used to create embeddings from documents that are stored in the vector database. The vector database is used to query for the nearest document. That document is used by the AI to generate the answer.,https://github.com/Angular2Guy/AIDocumentLibraryChat,31,4772,Java,Fri Jun 12 02:24:37 CST 2026,13,0
openquartz/easy-event,分布式的，可靠的，实时的，可扩展的; 易用的，轻量级的 基于本地消息实现的EventBus事件总线.轻量级最终一致性解决方案（Distributed; reliable; real-time; scalable; easy-to-use; lightweight; EventBus event bus implemented based on local messages),https://github.com/openquartz/easy-event,31,4431,Java,Wed Apr 29 09:08:54 CST 2026,10,0
y0ngb1n/spring-boot-samples,🍄 Samples for Spring Boot.,https://github.com/y0ngb1n/spring-boot-samples,31,337,Java,Wed Sep 24 19:05:01 CST 2025,14,0
coherence-community/coherence-spring,Coherence Spring Project,https://github.com/coherence-community/coherence-spring,31,958570,Java,Fri Jun 12 01:05:03 CST 2026,23,20
ivangfr/spring-webflux-reactive-databases,The goal of this project is to play with Spring WebFlux on client and server side. For it; we will implement some Spring Boot Java Web applications; product-api; customer-api; order-api and client-shell; and use reactive NoSQL database like Cassandra; MongoDB; Postgres and MySQL.,https://github.com/ivangfr/spring-webflux-reactive-databases,31,3620,Java,Sat Jan 17 03:22:31 CST 2026,21,0
ivangfr/web-reactive-jvm-native-cds-aot-virtual-threads,In this project; we’ll create six apps using Spring Boot; Quarkus; and Micronaut. For each framework; one app will use blocking Web with Tomcat; and the other will use non-blocking Reactive with Netty. We’ll build both JVM and Native Docker images. For Spring Boot; additional images will test configurations with Virtual Threads; CDS; and AOT,https://github.com/ivangfr/web-reactive-jvm-native-cds-aot-virtual-threads,31,213,Java,Tue Apr 21 15:07:20 CST 2026,14,0
vukmanovicmilos/web-app,This demo application showcases the implementation of Spring Boot microservices; highlighting their powerful features and capabilities; with a particular emphasis on integrating OpenAI for advanced AI functionalities.,https://github.com/vukmanovicmilos/web-app,31,2620,Java,Mon Mar 09 15:53:18 CST 2026,25,2
infobip/infobip-openapi-mcp,Infobip OpenAPI MCP is a framework for exposing OpenAPI documented HTTP APIs as MCP servers. It is based on Spring AI and made to run as a Spring Boot application. It is powering Infobip's own MCP servers; and you can use it to implement your own MCP servers.,https://github.com/infobip/infobip-openapi-mcp,31,1410,Java,Wed Jun 10 07:26:05 CST 2026,7,1
